,ResponseId,cue,num_resp,R1,R2,R3
26419,R_2tD6lLCm0VwPeL7,Ah Beng,3,gangster,crude,vulgar
26420,R_2tD6lLCm0VwPeL7,Ah Huay,I don't know this word,NA,NA,NA
26421,R_2tD6lLCm0VwPeL7,ah neh,I recognise this word but cannot think of anything,NA,NA,NA
26422,R_2tD6lLCm0VwPeL7,belanja,I recognise this word but cannot think of anything,NA,NA,NA
26423,R_2tD6lLCm0VwPeL7,bo beh zao,I don't know this word,NA,NA,NA
26424,R_2tD6lLCm0VwPeL7,bo chap,2,don't care,indifferent,NA
26425,R_2tD6lLCm0VwPeL7,buaya,I don't know this word,NA,NA,NA
26426,R_2tD6lLCm0VwPeL7,catch no ball,1,cannot understand,NA,NA
26427,R_2tD6lLCm0VwPeL7,chao geng,2,act,fake,NA
26428,R_2tD6lLCm0VwPeL7,chao mugger,1,very hard-working,NA,NA
26429,R_2tD6lLCm0VwPeL7,chee bai,1,ass hole,NA,NA
26430,R_2tD6lLCm0VwPeL7,chicken business,I don't know this word,NA,NA,NA
26431,R_2tD6lLCm0VwPeL7,chiong sua,1,be fast to capitalise on,NA,NA
26432,R_2tD6lLCm0VwPeL7,cockanaathan,I don't know this word,NA,NA,NA
26433,R_2tD6lLCm0VwPeL7,dunnid,1,don't need,NA,NA
26434,R_2tD6lLCm0VwPeL7,double confirm,1,very sure,NA,NA
26435,R_2tD6lLCm0VwPeL7,garang,I don't know this word,NA,NA,NA
26436,R_2tD6lLCm0VwPeL7,goondu,1,stupid,NA,NA
26437,R_2tD6lLCm0VwPeL7,guai lan,1,annoying,NA,NA
26438,R_2tD6lLCm0VwPeL7,hao lian,3,proud,braggart,show-off
26439,R_2tD6lLCm0VwPeL7,heng,1,lucky,NA,NA
26440,R_2tD6lLCm0VwPeL7,horlan,I don't know this word,NA,NA,NA
26441,R_2tD6lLCm0VwPeL7,ho liao,I don't know this word,NA,NA,NA
26442,R_2tD6lLCm0VwPeL7,jiak chao,I don't know this word,NA,NA,NA
26443,R_2tD6lLCm0VwPeL7,kae ang moh,I don't know this word,NA,NA,NA
26444,R_2tD6lLCm0VwPeL7,kena sai,1,what the heck,NA,NA
26445,R_2tD6lLCm0VwPeL7,ki chia,I don't know this word,NA,NA,NA
26446,R_2tD6lLCm0VwPeL7,kilat,I don't know this word,NA,NA,NA
26447,R_2tD6lLCm0VwPeL7,kopi,1,coffee,NA,NA
26448,R_2tD6lLCm0VwPeL7,lao pei huet,I don't know this word,NA,NA,NA
26449,R_2tD6lLCm0VwPeL7,lao sai,1,diarrhoea,NA,NA
26450,R_2tD6lLCm0VwPeL7,lepak,2,slack,loaf around,NA
26451,R_2tD6lLCm0VwPeL7,liao,I recognise this word but cannot think of anything,NA,NA,NA
26452,R_2tD6lLCm0VwPeL7,liddat,I recognise this word but cannot think of anything,NA,NA,NA
26453,R_2tD6lLCm0VwPeL7,limbu,I don't know this word,NA,NA,NA
26454,R_2tD6lLCm0VwPeL7,lombang,I don't know this word,NA,NA,NA
26455,R_2tD6lLCm0VwPeL7,mafan,2,troublesome,high maintenance,NA
26456,R_2tD6lLCm0VwPeL7,mah,I recognise this word but cannot think of anything,NA,NA,NA
26457,R_2tD6lLCm0VwPeL7,makcik,I recognise this word but cannot think of anything,NA,NA,NA
26458,R_2tD6lLCm0VwPeL7,mata,I don't know this word,NA,NA,NA
26459,R_2tD6lLCm0VwPeL7,mong cha cha,1,blur,NA,NA
26460,R_2tD6lLCm0VwPeL7,nia,I recognise this word but cannot think of anything,NA,NA,NA
26461,R_2tD6lLCm0VwPeL7,no horse run,I don't know this word,NA,NA,NA
26462,R_2tD6lLCm0VwPeL7,pai kia,1,hooligan,NA,NA
26463,R_2tD6lLCm0VwPeL7,pak zam,I don't know this word,NA,NA,NA
26464,R_2tD6lLCm0VwPeL7,pang chance,I don't know this word,NA,NA,NA
26465,R_2tD6lLCm0VwPeL7,pang sai,2,troopship,piece of shit,NA
26466,R_2tD6lLCm0VwPeL7,pai tao,I don't know this word,NA,NA,NA
26467,R_2tD6lLCm0VwPeL7,rabz-kebabz,3,out of control,clubber,drunk
26468,R_2tD6lLCm0VwPeL7,sei,I recognise this word but cannot think of anything,NA,NA,NA
26469,R_2tD6lLCm0VwPeL7,see you very up,1,"said person as high-ranked""/smart",NA,NA
26470,R_2tD6lLCm0VwPeL7,sekali,1,what if,NA,NA
26471,R_2tD6lLCm0VwPeL7,sia,I recognise this word but cannot think of anything,NA,NA,NA
26472,R_2tD6lLCm0VwPeL7,sibei,2,very,extremely,NA
26473,R_2tD6lLCm0VwPeL7,simi,1,what,NA,NA
26474,R_2tD6lLCm0VwPeL7,tyco,I don't know this word,NA,NA,NA
26475,R_2tD6lLCm0VwPeL7,tak boleh,I don't know this word,NA,NA,NA
26476,R_2tD6lLCm0VwPeL7,tan ku ku,2,wait long long,don't expect anything,NA
26477,R_2tD6lLCm0VwPeL7,tekan,I recognise this word but cannot think of anything,NA,NA,NA
26478,R_2tD6lLCm0VwPeL7,diam,2,shut up,be quiet,NA
26479,R_2tD6lLCm0VwPeL7,towkay,1,sir,NA,NA
26480,R_2tD6lLCm0VwPeL7,wa(h) lao (eh),1,why you like that,NA,NA
26481,R_2tD6lLCm0VwPeL7,wa kao,1,walan,NA,NA
26482,R_2tD6lLCm0VwPeL7,wah seh,1,nice,NA,NA
26483,R_2tD6lLCm0VwPeL7,xia lan,I don't know this word,NA,NA,NA
26484,R_2tD6lLCm0VwPeL7,zao kng,I don't know this word,NA,NA,NA
26485,R_2tD6lLCm0VwPeL7,zhun,1,accurate,NA,NA
26486,R_3qkcmvgN0zZREwM,act blur,1,live longer,NA,NA
26487,R_3qkcmvgN0zZREwM,act cute,1,mm,NA,NA
26488,R_3qkcmvgN0zZREwM,Ah Seng,1,duck rice,NA,NA
26489,R_3qkcmvgN0zZREwM,ah,I recognise this word but cannot think of anything,NA,NA,NA
26490,R_3qkcmvgN0zZREwM,Ah Lian,2,ah Beng,neighbourhood mm,NA
26491,R_3qkcmvgN0zZREwM,aiyah,I recognise this word but cannot think of anything,NA,NA,NA
26492,R_3qkcmvgN0zZREwM,ayam,1,curry,NA,NA
26493,R_3qkcmvgN0zZREwM,bodoh,1,NS,NA,NA
26494,R_3qkcmvgN0zZREwM,bo pian,1,no choice,NA,NA
26495,R_3qkcmvgN0zZREwM,bo eng,1,no time,NA,NA
26496,R_3qkcmvgN0zZREwM,bo tao boh beh,1,no head no tail,NA,NA
26497,R_3qkcmvgN0zZREwM,boleh,I recognise this word but cannot think of anything,NA,NA,NA
26498,R_3qkcmvgN0zZREwM,botak,1,NS,NA,NA
26499,R_3qkcmvgN0zZREwM,catch no ball,I recognise this word but cannot think of anything,NA,NA,NA
26500,R_3qkcmvgN0zZREwM,chao,2,recruit,chee bye,NA
26501,R_3qkcmvgN0zZREwM,zha bor,2,woman,NS,NA
26502,R_3qkcmvgN0zZREwM,chee ko pek,2,banish uncle,perverted uncle,NA
26503,R_3qkcmvgN0zZREwM,chicken business,I recognise this word but cannot think of anything,NA,NA,NA
26504,R_3qkcmvgN0zZREwM,chiong sua,2,NS,Tiring,NA
26505,R_3qkcmvgN0zZREwM,chope,2,hawker centre,tissue paper,NA
26506,R_3qkcmvgN0zZREwM,cmi,1,cannot make it,NA,NA
26507,R_3qkcmvgN0zZREwM,du lan,I recognise this word but cannot think of anything,NA,NA,NA
26508,R_3qkcmvgN0zZREwM,echerley,2,meme,actually pronunciation,NA
26509,R_3qkcmvgN0zZREwM,eye power,2,NS,Ministers,NA
26510,R_3qkcmvgN0zZREwM,geh geh,I don't know this word,NA,NA,NA
26511,R_3qkcmvgN0zZREwM,hao lian,2,geh king,show off,NA
26512,R_3qkcmvgN0zZREwM,helication,I don't know this word,NA,NA,NA
26513,R_3qkcmvgN0zZREwM,huat,2,CNY,ah,NA
26514,R_3qkcmvgN0zZREwM,jiak chao,I don't know this word,NA,NA,NA
26515,R_3qkcmvgN0zZREwM,jia lat,2,sibei,damn,NA
26516,R_3qkcmvgN0zZREwM,kampung,2,Singapore,Malaysia,NA
26517,R_3qkcmvgN0zZREwM,ki chia,I don't know this word,NA,NA,NA
26518,R_3qkcmvgN0zZREwM,kilat,1,NS,NA,NA
26519,R_3qkcmvgN0zZREwM,lao pei huet,I don't know this word,NA,NA,NA
26520,R_3qkcmvgN0zZREwM,lagi,1,TIPPET lagi worse,NA,NA
26521,R_3qkcmvgN0zZREwM,lor,3,Mee,anyhow,whatever
26522,R_3qkcmvgN0zZREwM,luan,1,messy,NA,NA
26523,R_3qkcmvgN0zZREwM,macam,I recognise this word but cannot think of anything,NA,NA,NA
26524,R_3qkcmvgN0zZREwM,makcik,2,Malay,Malay mixed rice,NA
26525,R_3qkcmvgN0zZREwM,malu,2,RU hu ko,road,NA
26526,R_3qkcmvgN0zZREwM,mampat,I don't know this word,NA,NA,NA
26527,R_3qkcmvgN0zZREwM,neh neh pok,1,nipple,NA,NA
26528,R_3qkcmvgN0zZREwM,nia gong,I don't know this word,NA,NA,NA
26529,R_3qkcmvgN0zZREwM,nua,1,nua,NA,NA
26530,R_3qkcmvgN0zZREwM,O$P$,I don't know this word,NA,NA,NA
26531,R_3qkcmvgN0zZREwM,orh,2,okay,nee,NA
26532,R_3qkcmvgN0zZREwM,owadio,2,ORD,NS,NA
26533,R_3qkcmvgN0zZREwM,ownself,1,check ownself,NA,NA
26534,R_3qkcmvgN0zZREwM,pang seh,I don't know this word,NA,NA,NA
26535,R_3qkcmvgN0zZREwM,pariah,I recognise this word but cannot think of anything,NA,NA,NA
26536,R_3qkcmvgN0zZREwM,photostat,I don't know this word,NA,NA,NA
26537,R_3qkcmvgN0zZREwM,sakar,1,hokku,NA,NA
26538,R_3qkcmvgN0zZREwM,see first,I recognise this word but cannot think of anything,NA,NA,NA
26539,R_3qkcmvgN0zZREwM,shame shame,2,die lian,parent,NA
26540,R_3qkcmvgN0zZREwM,showflat,1,condo,NA,NA
26541,R_3qkcmvgN0zZREwM,Si mi lan jiao,1,Hoboken vulgarity,NA,NA
26542,R_3qkcmvgN0zZREwM,sor zai,1,H film,NA,NA
26543,R_3qkcmvgN0zZREwM,steady pom pi pi,1,PC song,NA,NA
26544,R_3qkcmvgN0zZREwM,suay,2,sia,unlucky,NA
26545,R_3qkcmvgN0zZREwM,swee,2,nice,swee heng,NA
26546,R_3qkcmvgN0zZREwM,tyco,I recognise this word but cannot think of anything,NA,NA,NA
26547,R_3qkcmvgN0zZREwM,tak boleh tahan,I recognise this word but cannot think of anything,NA,NA,NA
26548,R_3qkcmvgN0zZREwM,teh,3,tea,o,c
26549,R_3qkcmvgN0zZREwM,tembalik,2,upside down,anyhow,NA
26550,R_3qkcmvgN0zZREwM,zai,2,cool,awesome,NA
26551,R_3qkcmvgN0zZREwM,up lorry,I don't know this word,NA,NA,NA
26552,R_3qkcmvgN0zZREwM,walau,2,eh,frustration,NA
26553,R_3qkcmvgN0zZREwM,wayang,1,NS command school,NA,NA
26554,R_3qkcmvgN0zZREwM,yandao,1,shush Ge,NA,NA
26555,R_3qkcmvgN0zZREwM,your head,1,lah,NA,NA
26556,R_DG0WtSsAxKqq6JP,5Cs,1,cash car credit card condominium country club membership,NA,NA
26557,R_DG0WtSsAxKqq6JP,abit,1,A little bit.,NA,NA
26558,R_DG0WtSsAxKqq6JP,agar-ration,I don't know this word,NA,NA,NA
26559,R_DG0WtSsAxKqq6JP,ah gua,I don't know this word,NA,NA,NA
26560,R_DG0WtSsAxKqq6JP,ai see,1,Used to describe someone on thin ice.,NA,NA
26561,R_DG0WtSsAxKqq6JP,ai tzai,I don't know this word,NA,NA,NA
26562,R_DG0WtSsAxKqq6JP,ar,I don't know this word,NA,NA,NA
26563,R_DG0WtSsAxKqq6JP,atas,1,high class,NA,NA
26564,R_DG0WtSsAxKqq6JP,ayam,1,chicken,NA,NA
26565,R_DG0WtSsAxKqq6JP,balik kampong,1,The term also refers to returning to one's home town,NA,NA
26566,R_DG0WtSsAxKqq6JP,bao toh,1,The act of backstabbing someone usually in an office or political context.,NA,NA
26567,R_DG0WtSsAxKqq6JP,bodoh,1,Idiot ignorant.,NA,NA
26568,R_DG0WtSsAxKqq6JP,bo jio,1,no invite,NA,NA
26569,R_DG0WtSsAxKqq6JP,bo ta bo lan pa,I don't know this word,NA,NA,NA
26570,R_DG0WtSsAxKqq6JP,bo zheng hu,I don't know this word,NA,NA,NA
26571,R_DG0WtSsAxKqq6JP,buay,I don't know this word,NA,NA,NA
26572,R_DG0WtSsAxKqq6JP,chao geng,I don't know this word,NA,NA,NA
26573,R_DG0WtSsAxKqq6JP,chee bai,1,female private parts,NA,NA
26574,R_DG0WtSsAxKqq6JP,chin chai,1,anything or whatever,NA,NA
26575,R_DG0WtSsAxKqq6JP,chiu kana kah,1,Used to describe a clumsy person.,NA,NA
26576,R_DG0WtSsAxKqq6JP,chope,1,book the seat,NA,NA
26577,R_DG0WtSsAxKqq6JP,encik,1,Mister,NA,NA
26578,R_DG0WtSsAxKqq6JP,garang,2,NA,fierce,NA
26579,R_DG0WtSsAxKqq6JP,get,I recognise this word but cannot think of anything,NA,NA,NA
26580,R_DG0WtSsAxKqq6JP,hong gan,1,Used when very angry or disappointed. we are screwed.,NA,NA
26581,R_DG0WtSsAxKqq6JP,hum ji,1,A phrase that denominates cowardly behaviour.,NA,NA
26582,R_DG0WtSsAxKqq6JP,jelak,1,To be overly satiated by food to the point you are repulsed by it particularly food that is too rich.,NA,NA
26583,R_DG0WtSsAxKqq6JP,jiak,1,To eat,NA,NA
26584,R_DG0WtSsAxKqq6JP,keling kia,1,Used as a slur. An old name for Tamil Indians.,NA,NA
26585,R_DG0WtSsAxKqq6JP,kopitiam,1,coffee shop,NA,NA
26586,R_DG0WtSsAxKqq6JP,lao lan,I don't know this word,NA,NA,NA
26587,R_DG0WtSsAxKqq6JP,liek boh kiew,1,unable to understand something that someone says,NA,NA
26588,R_DG0WtSsAxKqq6JP,limbu,I recognise this word but cannot think of anything,NA,NA,NA
26589,R_DG0WtSsAxKqq6JP,malu,1,Embarrassing Usually used when one makes a fool of herself,NA,NA
26590,R_DG0WtSsAxKqq6JP,meh,1,Usually tagged at the end of a negative question to indicate someone is exploiting a possible loophole as in Mata said cannot park here but I'm parking over there. Cannot meh Or to somewhat derisively indicate capabilities heretofore unknown as in Just because you never see me running you think I cannot meh,NA,NA
26591,R_DG0WtSsAxKqq6JP,mug,1,study hard,NA,NA
26592,R_DG0WtSsAxKqq6JP,neh neh,1,no,NA,NA
26593,R_DG0WtSsAxKqq6JP,nia gong de ji dan,1,your grandfather's egg,NA,NA
26594,R_DG0WtSsAxKqq6JP,Obasan,I don't know this word,NA,NA,NA
26595,R_DG0WtSsAxKqq6JP,obiang,1,Used to describe someone or something that is desperately out of fashion. Other variations include orbit,NA,NA
26596,R_DG0WtSsAxKqq6JP,ORD loh,1,An exclaim made by servicemen close to completing his two-year mandatory service term in the army to provoke jokingly his counterparts who have yet to see the end of their service terms.,NA,NA
26597,R_DG0WtSsAxKqq6JP,orh hor,I recognise this word but cannot think of anything,NA,NA,NA
26598,R_DG0WtSsAxKqq6JP,pak chiu cheng,I don't know this word,NA,NA,NA
26599,R_DG0WtSsAxKqq6JP,pak tor,I don't know this word,NA,NA,NA
26600,R_DG0WtSsAxKqq6JP,pang seh,1,cancelled upon at the last minute,NA,NA
26601,R_DG0WtSsAxKqq6JP,pariah,1,look,NA,NA
26602,R_DG0WtSsAxKqq6JP,puki,I recognise this word but cannot think of anything,NA,NA,NA
26603,R_DG0WtSsAxKqq6JP,pundek,1,female sexual organ,NA,NA
26604,R_DG0WtSsAxKqq6JP,rabz,2,difficult,in trouble,NA
26605,R_DG0WtSsAxKqq6JP,sabo,1,To play a trick on someone with a related meaning of getting someone else in trouble,NA,NA
26606,R_DG0WtSsAxKqq6JP,sei,I recognise this word but cannot think of anything,NA,NA,NA
26607,R_DG0WtSsAxKqq6JP,see first,1,wait and see what happens,NA,NA
26608,R_DG0WtSsAxKqq6JP,shiok,1,To express sheer delight with an experience especially when eating great food.,NA,NA
26609,R_DG0WtSsAxKqq6JP,sia,1,Disgrace embarrassment. Unlucky.,NA,NA
26610,R_DG0WtSsAxKqq6JP,siao,1,crazy,NA,NA
26611,R_DG0WtSsAxKqq6JP,steady pom pi pi,1,someone who is able to hold their composure especially in stressful times,NA,NA
26612,R_DG0WtSsAxKqq6JP,suay,1,unlucky,NA,NA
26613,R_DG0WtSsAxKqq6JP,swee,1,justicely perfectionist,NA,NA
26614,R_DG0WtSsAxKqq6JP,tak boleh,1,Cannot,NA,NA
26615,R_DG0WtSsAxKqq6JP,tak boleh tahan,1,cannot endure,NA,NA
26616,R_DG0WtSsAxKqq6JP,zai,1,To be very good at something.,NA,NA
26617,R_DG0WtSsAxKqq6JP,very the,I don't know this word,NA,NA,NA
26618,R_DG0WtSsAxKqq6JP,wa(h) lan,1,Crude derivative of Ah Lau.,NA,NA
26619,R_DG0WtSsAxKqq6JP,wa(h) lao (eh),1,Exclamation of shock. what the hell,NA,NA
26620,R_DG0WtSsAxKqq6JP,wa kao,I don't know this word,NA,NA,NA
26621,R_DG0WtSsAxKqq6JP,xia lan,1,Arrogant egoistic pretentious,NA,NA
26622,R_DG0WtSsAxKqq6JP,yaya papaya,1,talk nonsense,NA,NA
26623,R_DG0WtSsAxKqq6JP,zao hor,I don't know this word,NA,NA,NA
26624,R_DG0WtSsAxKqq6JP,zhun,1,Accurate,NA,NA
26625,R_DG0WtSsAxKqq6JP,zi siao,1,To disturb ridicule or tease.,NA,NA
26626,R_w5kpRXHCLHwDXih,abuden,1,isn't it like that,NA,NA
26627,R_w5kpRXHCLHwDXih,action,I recognise this word but cannot think of anything,NA,NA,NA
26628,R_w5kpRXHCLHwDXih,agar-ration,1,estimation,NA,NA
26629,R_w5kpRXHCLHwDXih,ai sui,1,love to sleep,NA,NA
26630,R_w5kpRXHCLHwDXih,aiyoyo,2,oh no,regret,NA
26631,R_w5kpRXHCLHwDXih,alamak,1,oh no,NA,NA
26632,R_w5kpRXHCLHwDXih,ar bo,1,like that,NA,NA
26633,R_w5kpRXHCLHwDXih,belanja,1,treat,NA,NA
26634,R_w5kpRXHCLHwDXih,bo liao,2,nothing to do,boring,NA
26635,R_w5kpRXHCLHwDXih,buay gan,1,not compatible,NA,NA
26636,R_w5kpRXHCLHwDXih,buay tahan,1,cannot take it,NA,NA
26637,R_w5kpRXHCLHwDXih,cert,1,certificate,NA,NA
26638,R_w5kpRXHCLHwDXih,chao mugger,2,someone who study all day,someone who only studies,NA
26639,R_w5kpRXHCLHwDXih,'cher,1,teacher,NA,NA
26640,R_w5kpRXHCLHwDXih,chio bu,1,hot girl,NA,NA
26641,R_w5kpRXHCLHwDXih,chiu kana kah,I don't know this word,NA,NA,NA
26642,R_w5kpRXHCLHwDXih,cockanaathan,1,blur person,NA,NA
26643,R_w5kpRXHCLHwDXih,dey,1,you,NA,NA
26644,R_w5kpRXHCLHwDXih,encik,2,teacher,older guy,NA
26645,R_w5kpRXHCLHwDXih,gabra,I don't know this word,NA,NA,NA
26646,R_w5kpRXHCLHwDXih,ho seh,3,screwed,win,all good
26647,R_w5kpRXHCLHwDXih,jio,1,invite,NA,NA
26648,R_w5kpRXHCLHwDXih,kaypoh,1,busybody,NA,NA
26649,R_w5kpRXHCLHwDXih,kiam,I don't know this word,NA,NA,NA
26650,R_w5kpRXHCLHwDXih,kiasi,1,scared to die,NA,NA
26651,R_w5kpRXHCLHwDXih,ku ku jiao,1,penis,NA,NA
26652,R_w5kpRXHCLHwDXih,lan jiao,1,penis,NA,NA
26653,R_w5kpRXHCLHwDXih,lao sai,1,diarrhoea,NA,NA
26654,R_w5kpRXHCLHwDXih,la sai,I don't know this word,NA,NA,NA
26655,R_w5kpRXHCLHwDXih,lepak,2,chill,relax,NA
26656,R_w5kpRXHCLHwDXih,liek boh kiew,I don't know this word,NA,NA,NA
26657,R_w5kpRXHCLHwDXih,liddat,1,like that,NA,NA
26658,R_w5kpRXHCLHwDXih,limpeh,2,your father,me,NA
26659,R_w5kpRXHCLHwDXih,mafan,1,troublesome,NA,NA
26660,R_w5kpRXHCLHwDXih,makan,1,eat,NA,NA
26661,R_w5kpRXHCLHwDXih,mang zang,I don't know this word,NA,NA,NA
26662,R_w5kpRXHCLHwDXih,mata,1,police,NA,NA
26663,R_w5kpRXHCLHwDXih,mong cha cha,I don't know this word,NA,NA,NA
26664,R_w5kpRXHCLHwDXih,nia gong de ji dan,I don't know this word,NA,NA,NA
26665,R_w5kpRXHCLHwDXih,no horse run,1,no energy left,NA,NA
26666,R_w5kpRXHCLHwDXih,Obasan,1,auntie,NA,NA
26667,R_w5kpRXHCLHwDXih,orbi,I don't know this word,NA,NA,NA
26668,R_w5kpRXHCLHwDXih,orh hor,2,your fault,do something wrong,NA
26669,R_w5kpRXHCLHwDXih,paiseh,1,embarrassing,NA,NA
26670,R_w5kpRXHCLHwDXih,pak chiu cheng,1,masturbate,NA,NA
26671,R_w5kpRXHCLHwDXih,pang chance,1,miss the chance,NA,NA
26672,R_w5kpRXHCLHwDXih,pang jio,1,pee,NA,NA
26673,R_w5kpRXHCLHwDXih,pasar malam,2,bazaar,night market,NA
26674,R_w5kpRXHCLHwDXih,pok kai,2,small eyes,poor vision,NA
26675,R_w5kpRXHCLHwDXih,pon,1,skip,NA,NA
26676,R_w5kpRXHCLHwDXih,rabz-kebabz,2,bad situation,shit hits the fan,NA
26677,R_w5kpRXHCLHwDXih,sabo,2,backstay,sabotage,NA
26678,R_w5kpRXHCLHwDXih,sampat,I don't know this word,NA,NA,NA
26679,R_w5kpRXHCLHwDXih,see me no up,I don't know this word,NA,NA,NA
26680,R_w5kpRXHCLHwDXih,sibei,1,very,NA,NA
26681,R_w5kpRXHCLHwDXih,song,2,exciting,shiok,NA
26682,R_w5kpRXHCLHwDXih,suka,1,anything,NA,NA
26683,R_w5kpRXHCLHwDXih,sui,2,beautiful,amazing,NA
26684,R_w5kpRXHCLHwDXih,talk cock,2,chit chat,catch up,NA
26685,R_w5kpRXHCLHwDXih,tekan,1,punish,NA,NA
26686,R_w5kpRXHCLHwDXih,diam,2,keep quiet,shut up,NA
26687,R_w5kpRXHCLHwDXih,ti ko pek,1,pervert,NA,NA
26688,R_w5kpRXHCLHwDXih,toot,2,smarty pants,nerd,NA
26689,R_w5kpRXHCLHwDXih,twa kee,1,very big,NA,NA
26690,R_w5kpRXHCLHwDXih,ulu,2,deserted,rural,NA
26691,R_w5kpRXHCLHwDXih,un,2,yes,OK,NA
26692,R_w5kpRXHCLHwDXih,vomit blood,1,very angry,NA,NA
26693,R_w5kpRXHCLHwDXih,wa(h) lan,1,penis,NA,NA
26694,R_w5kpRXHCLHwDXih,wah seh,1,exciting,NA,NA
26695,R_w5kpRXHCLHwDXih,xia suay,3,embarrassed,disgrace,die lian
26696,R_3rMvagRHbtxZZ0R,11B,1,NS IC,NA,NA
26697,R_3rMvagRHbtxZZ0R,abit,I recognise this word but cannot think of anything,NA,NA,NA
26698,R_3rMvagRHbtxZZ0R,Ah Beng,1,gangster,NA,NA
26699,R_3rMvagRHbtxZZ0R,ah gua,1,gay,NA,NA
26700,R_3rMvagRHbtxZZ0R,ah neh,1,Indian,NA,NA
26701,R_3rMvagRHbtxZZ0R,ah tiong,I recognise this word but cannot think of anything,NA,NA,NA
26702,R_3rMvagRHbtxZZ0R,ai see buay see,I recognise this word but cannot think of anything,NA,NA,NA
26703,R_3rMvagRHbtxZZ0R,ai swee mai m'niah,I recognise this word but cannot think of anything,NA,NA,NA
26704,R_3rMvagRHbtxZZ0R,balik kampong,1,turn back around,NA,NA
26705,R_3rMvagRHbtxZZ0R,bak kwa,1,Chinese new year snack,NA,NA
26706,R_3rMvagRHbtxZZ0R,berak,I recognise this word but cannot think of anything,NA,NA,NA
26707,R_3rMvagRHbtxZZ0R,bo jio,I recognise this word but cannot think of anything,NA,NA,NA
26708,R_3rMvagRHbtxZZ0R,bo zheng hu,1,no government,NA,NA
26709,R_3rMvagRHbtxZZ0R,buay pai,1,not bad,NA,NA
26710,R_3rMvagRHbtxZZ0R,chiong,1,rush,NA,NA
26711,R_3rMvagRHbtxZZ0R,chop chop,1,hurry,NA,NA
26712,R_3rMvagRHbtxZZ0R,corright,1,correct,NA,NA
26713,R_3rMvagRHbtxZZ0R,da bao,1,Takeaway,NA,NA
26714,R_3rMvagRHbtxZZ0R,du lan,1,annoyed,NA,NA
26715,R_3rMvagRHbtxZZ0R,double confirm,I recognise this word but cannot think of anything,NA,NA,NA
26716,R_3rMvagRHbtxZZ0R,eeyer,1,we,NA,NA
26717,R_3rMvagRHbtxZZ0R,gahmen,1,government,NA,NA
26718,R_3rMvagRHbtxZZ0R,gor chiam tua guay gu chia leng,I recognise this word but cannot think of anything,NA,NA,NA
26719,R_3rMvagRHbtxZZ0R,gostan,1,go backwards,NA,NA
26720,R_3rMvagRHbtxZZ0R,guai lan,I recognise this word but cannot think of anything,NA,NA,NA
26721,R_3rMvagRHbtxZZ0R,handphone,1,cellphone,NA,NA
26722,R_3rMvagRHbtxZZ0R,hong gan,1,terrible,NA,NA
26723,R_3rMvagRHbtxZZ0R,jelak,1,overindulgence,NA,NA
26724,R_3rMvagRHbtxZZ0R,jiak kantang,2,cannot speak own mother tongue,Westernised,NA
26725,R_3rMvagRHbtxZZ0R,kae ang moh,1,pretending to be westernised,NA,NA
26726,R_3rMvagRHbtxZZ0R,kayu,I recognise this word but cannot think of anything,NA,NA,NA
26727,R_3rMvagRHbtxZZ0R,kena sai,I recognise this word but cannot think of anything,NA,NA,NA
26728,R_3rMvagRHbtxZZ0R,kenz,1,can,NA,NA
26729,R_3rMvagRHbtxZZ0R,kiam pa,1,deserve to get beaten,NA,NA
26730,R_3rMvagRHbtxZZ0R,kong ka kiao,I recognise this word but cannot think of anything,NA,NA,NA
26731,R_3rMvagRHbtxZZ0R,kopi,1,coffee,NA,NA
26732,R_3rMvagRHbtxZZ0R,koyah,I don't know this word,NA,NA,NA
26733,R_3rMvagRHbtxZZ0R,lah,I recognise this word but cannot think of anything,NA,NA,NA
26734,R_3rMvagRHbtxZZ0R,la sai,I don't know this word,NA,NA,NA
26735,R_3rMvagRHbtxZZ0R,leh,I recognise this word but cannot think of anything,NA,NA,NA
26736,R_3rMvagRHbtxZZ0R,lobang,1,deals,NA,NA
26737,R_3rMvagRHbtxZZ0R,long zhong,1,total,NA,NA
26738,R_3rMvagRHbtxZZ0R,lun zun,1,total,NA,NA
26739,R_3rMvagRHbtxZZ0R,macam,1,like,NA,NA
26740,R_3rMvagRHbtxZZ0R,mah,I recognise this word but cannot think of anything,NA,NA,NA
26741,R_3rMvagRHbtxZZ0R,masak-masak,1,chores,NA,NA
26742,R_3rMvagRHbtxZZ0R,mati,1,die,NA,NA
26743,R_3rMvagRHbtxZZ0R,neh neh,1,nipple,NA,NA
26744,R_3rMvagRHbtxZZ0R,nia,1,only,NA,NA
26745,R_3rMvagRHbtxZZ0R,nia gong,I recognise this word but cannot think of anything,NA,NA,NA
26746,R_3rMvagRHbtxZZ0R,Obasan,I recognise this word but cannot think of anything,NA,NA,NA
26747,R_3rMvagRHbtxZZ0R,ORD loh,1,End of NSF,NA,NA
26748,R_3rMvagRHbtxZZ0R,oso,1,also,NA,NA
26749,R_3rMvagRHbtxZZ0R,ownself,I recognise this word but cannot think of anything,NA,NA,NA
26750,R_3rMvagRHbtxZZ0R,pai kia,1,bad kid,NA,NA
26751,R_3rMvagRHbtxZZ0R,pak tor,1,Dating,NA,NA
26752,R_3rMvagRHbtxZZ0R,pai tao,I recognise this word but cannot think of anything,NA,NA,NA
26753,R_3rMvagRHbtxZZ0R,rabak,1,terrible,NA,NA
